date,adm2_id,ADM2_PCODE,n_pixels,rfh,rfh_avg,r1h,r1h_avg,r3h,r3h_avg,rfq,r1q,r3q,version
#date,#adm2+id,#adm2+code,#indicator+n_pixels+num,#indicator+rfh+num,#indicator+rfh_avg+num,#indicator+r1h+num,#indicator+r1h_avg+num,#indicator+r3h+num,#indicator+r3h_avg+num,#indicator+rfq+pct,#indicator+r1q+pct,#indicator+r3q+pct,#status
9/1/2018,1006955,ID1225,15,68.4667,78.9444,214.4,244.8422,616.0667,629.8867,87.5182,88.0545,97.8402,final
9/11/2018,1006955,ID1225,15,104.0667,91.6867,290.8,258.1711,664.1333,668.8244,112.8042,112.1672,99.3089,final
9/21/2018,1006955,ID1225,15,140.8667,110.9511,313.4,281.5822,712.6667,715.7444,125.8001,110.9121,99.5759,final
10/1/2018,1006955,ID1225,15,142.8667,96.3444,387.8,298.9822,788.9333,741.06,145.9051,128.7453,106.3741,final
10/11/2018,1006955,ID1225,15,147.4,110.1178,431.1333,317.4133,884.2,787.8867,132.3862,134.7329,112.0711,final
10/21/2018,1006955,ID1225,15,80.1333,126.4089,370.4,332.8711,898.4,845.4044,64.7851,110.9455,106.1954,final
11/1/2018,1006955,ID1225,15,199.4667,125.8911,427,362.4178,1029.2,906.2422,156.2113,117.3413,113.4198,final
11/11/2018,1006955,ID1225,15,115,136.2422,394.6,388.5422,1116.5333,964.1267,84.9604,101.52,115.6455,final
11/21/2018,1006955,ID1225,15,143.8,142.44,458.2667,404.5733,1142.0667,1019.0267,100.9224,112.9515,111.9569,final
12/1/2018,1006955,ID1225,15,90.8,111.7578,349.6,390.44,1164.4,1051.84,82.0502,89.8012,110.6005,final
12/11/2018,1006955,ID1225,15,63.1333,92.0178,297.7333,346.2156,1123.4667,1052.1711,70.2277,86.3896,106.7122,final
12/21/2018,1006955,ID1225,15,144,116.3622,297.9333,320.1378,1126.6,1057.5822,122.773,93.2742,106.4649,final
1/1/2019,1006955,ID1225,15,54.1333,68.2756,261.2667,276.6556,1037.8667,1029.5133,80.6999,94.6316,100.8036,final
1/11/2019,1006955,ID1225,15,109.0667,71.4267,307.2,256.0644,999.5333,990.8222,149.2498,119.2192,100.8704,final
1/21/2019,1006955,ID1225,15,48.9333,68.7889,212.1333,208.4911,968.3333,933.2022,73.0914,101.667,103.7247,final
2/1/2019,1006955,ID1225,15,57.8667,57.3156,215.8667,197.5311,826.7333,864.6267,100.8844,108.8351,95.6675,final
2/11/2019,1006955,ID1225,15,61.8667,67.5689,168.6667,193.6733,773.6,795.9533,92.1423,87.7222,97.2265,final
2/21/2019,1006955,ID1225,15,34.4667,51.3822,154.2,176.2667,664.2667,704.8956,69.9984,88.1532,94.3168,final
3/1/2019,1006955,ID1225,15,82.2667,68.3867,178.6,187.3378,655.7333,661.5244,118.9135,95.5722,99.1376,final
3/11/2019,1006955,ID1225,15,74.9333,77.2111,191.6667,196.98,667.5333,646.7178,97.2294,97.4329,103.1696,final
3/21/2019,1006955,ID1225,15,121.4667,93.7311,278.6667,239.3289,645,624.0867,128.092,115.7775,103.2982,final
4/1/2019,1006955,ID1225,15,63.1333,86.4911,259.5333,257.4333,654,642.3022,74.4699,100.7852,101.7933,final
4/11/2019,1006955,ID1225,15,51.5333,86.2067,236.1333,266.4289,596.4667,657.0822,61.9838,89.0404,90.9133,final
4/21/2019,1006955,ID1225,15,92.5333,95.0578,207.2,267.7556,640.0667,683.3511,97.477,78.1983,93.7572,final
5/1/2019,1006955,ID1225,15,36.4,75.2778,180.4667,256.5422,618.6,701.3133,51.5709,71.4583,88.3717,final
5/11/2019,1006955,ID1225,15,44.4,67.12,173.3333,237.4556,601.1333,700.8644,68.4969,74.0874,85.9704,final
5/21/2019,1006955,ID1225,15,94.8,79.1044,175.6,221.5022,661.4667,728.5867,118.662,80.172,90.9124,final
6/1/2019,1006955,ID1225,15,106.8,64.16,246,210.3844,686,724.36,161.6541,116.1606,94.7764,final
6/11/2019,1006955,ID1225,15,86.0667,52.7489,287.6667,196.0133,697.1333,699.8978,157.6942,144.489,99.6106,final
6/21/2019,1006955,ID1225,15,58.8,64.0311,251.6667,180.94,634.4667,670.1978,92.4221,137.0413,94.747,final
7/1/2019,1006955,ID1225,15,39,71.0289,183.8667,187.8089,610.3333,654.7356,57.8727,98.0071,93.3203,final
7/11/2019,1006955,ID1225,15,64.4667,63.2911,162.2667,198.3511,623.2667,631.82,101.7214,82.6809,98.6673,final
7/21/2019,1006955,ID1225,15,52.8,68.8911,156.2667,203.2111,583.5333,605.6533,78.2232,77.9822,96.4071,final
8/1/2019,1006955,ID1225,15,24.6,65.0533,141.8667,197.2356,571.7333,595.4289,42.2535,73.2821,96.0862,final
8/11/2019,1006955,ID1225,15,70.9333,78.3578,148.3333,212.3022,598.2667,606.6667,91.0933,71.2244,98.6378,final
8/21/2019,1006955,ID1225,15,112.8,87.54,208.3333,230.9511,616.2667,615.1022,127.2963,90.6131,100.1863,final
9/1/2019,1006955,ID1225,15,31,78.9444,214.7333,244.8422,540.4667,629.8867,42.8855,88.1853,86.0257,final
9/11/2019,1006955,ID1225,15,37.8667,91.6867,181.6667,258.1711,492.2667,668.8244,44.3357,71.4718,73.9907,final
9/21/2019,1006955,ID1225,15,62.1333,110.9511,131,281.5822,495.6,715.7444,57.898,48.3569,69.6664,final
10/1/2019,1006955,ID1225,15,154,96.3444,254,298.9822,610.6,741.06,156.8907,85.4418,82.6299,final
10/11/2019,1006955,ID1225,15,144.6667,110.1178,360.8,317.4133,690.8,787.8867,130.0118,113.2513,87.832,final
10/21/2019,1006955,ID1225,15,180.1333,126.4089,478.8,332.8711,818.1333,845.4044,140.8834,142.5609,96.8119,final
11/1/2019,1006955,ID1225,15,45.1333,125.8911,369.9333,362.4178,838.6667,906.2422,38.3016,102.018,92.6247,final
11/11/2019,1006955,ID1225,15,85.7333,136.2422,311,388.5422,853.4667,964.1267,64.2395,80.5435,88.6401,final
11/21/2019,1006955,ID1225,15,120.6667,142.44,251.5333,404.5733,861.3333,1019.0267,85.2324,63.0849,84.6755,final
12/1/2019,1006955,ID1225,15,181.6,111.7578,388,390.44,1011.9333,1051.84,159.818,99.3907,96.2417,final
12/11/2019,1006955,ID1225,15,170.8,92.0178,473.0667,346.2156,1144.8667,1052.1711,181.2039,135.6108,108.727,final
12/21/2019,1006955,ID1225,15,110.6,116.3622,463,320.1378,1193.3333,1057.5822,95.252,143.2735,112.7158,final
1/1/2020,1006955,ID1225,15,58.4,68.2756,339.8,276.6556,1097.7333,1029.5133,86.5227,122.028,106.5627,final
1/11/2020,1006955,ID1225,15,40.2,71.4267,209.2,256.0644,993.2667,990.8222,59.1417,82.3861,100.2442,final
1/21/2020,1006955,ID1225,15,89.2,68.7889,187.8,208.4911,902.3333,933.2022,127.6615,90.53,96.7272,final
2/1/2020,1006955,ID1225,15,71.1333,57.3156,200.5333,197.5311,928.3333,864.6267,122.1739,101.4466,107.2839,final
2/11/2020,1006955,ID1225,15,77.9333,67.5689,238.2667,193.6733,920.5333,795.9533,114.2822,121.8945,115.4575,final
2/21/2020,1006955,ID1225,15,11.5333,51.3822,160.6,176.2667,811.4,704.8956,29.3237,91.5891,114.8979,final
3/1/2020,1006955,ID1225,15,90.7333,68.3867,180.2,187.3378,720.5333,661.5244,130.4506,96.383,108.7873,final
3/11/2020,1006955,ID1225,15,73,77.2111,175.2667,196.98,622.7333,646.7178,94.8777,89.5095,96.3478,final
3/21/2020,1006955,ID1225,15,87.4,93.7311,251.1333,239.3289,599.5333,624.0867,93.5875,104.7345,96.1278,final
4/1/2020,1006955,ID1225,15,84.8667,86.4911,245.2667,257.4333,626,642.3022,98.2245,95.4506,97.5008,final
4/11/2020,1006955,ID1225,15,79.2667,86.2067,251.5333,266.4289,665.0667,657.0822,92.3909,94.6114,101.1969,final
4/21/2020,1006955,ID1225,15,149.4667,95.0578,313.6,267.7556,725.3333,683.3511,154.3775,116.5053,106.055,final
5/1/2020,1006955,ID1225,15,137.0667,75.2778,365.8,256.5422,791.2667,701.3133,176.9689,140.9908,112.6461,final
5/11/2020,1006955,ID1225,15,109.2,67.12,395.7333,237.4556,822.5333,700.8644,158.3472,163.9621,117.1156,final
5/21/2020,1006955,ID1225,15,48.4,79.1044,294.6667,221.5022,859.4,728.5867,63.4925,131.6042,117.7113,final
6/1/2020,1006955,ID1225,15,39.9333,64.16,197.5333,210.3844,808.6,724.36,64.9701,94.1688,111.4712,final
6/11/2020,1006955,ID1225,15,48.9333,52.7489,137.2667,196.0133,784.5333,699.8978,93.3929,71.484,111.9222,final
6/21/2020,1006955,ID1225,15,67.2,64.0311,156.0667,180.94,764.3333,670.1978,104.5905,86.9732,113.8394,final
7/1/2020,1006955,ID1225,15,116.4667,71.0289,232.6,187.8089,795.9333,654.7356,159.7638,122.6436,121.2412,final
7/11/2020,1006955,ID1225,15,81.8667,63.2911,265.5333,198.3511,798.5333,631.82,127.2005,132.2447,125.9751,final
7/21/2020,1006955,ID1225,15,139.6,68.8911,337.9333,203.2111,788.6667,605.6533,195.6934,163.1872,129.7267,final
8/1/2020,1006955,ID1225,15,66.8,65.0533,288.2667,197.2356,718.4,595.4289,102.4933,143.9264,120.3114,final
8/11/2020,1006955,ID1225,15,25.5333,78.3578,231.9333,212.3022,634.7333,606.6667,36.6293,108.8308,104.5514,final
8/21/2020,1006955,ID1225,15,152,87.54,244.3333,230.9511,738.3333,615.1022,169.6564,105.5539,119.7138,final
9/1/2020,1006955,ID1225,15,116.5333,78.9444,294.0667,244.8422,814.9333,629.8867,144.7783,119.3157,128.9187,final
9/11/2020,1006955,ID1225,15,78.6,91.6867,347.1333,258.1711,844.6,668.8244,86.4649,133.1737,125.8941,final
9/21/2020,1006955,ID1225,15,117.8,110.9511,312.9333,281.5822,895.2,715.7444,105.9067,110.7521,124.7271,final
10/1/2020,1006955,ID1225,15,175.6667,96.3444,372.0667,298.9822,954.4,741.06,178.2699,123.6533,128.4052,final
10/11/2020,1006955,ID1225,15,35.6667,110.1178,329.1333,317.4133,908.2,787.8867,35.3261,103.5796,115.079,final
10/21/2020,1006955,ID1225,15,93.0667,126.4089,304.4,332.8711,861.6667,845.4044,74.6271,91.6963,101.9011,final
11/1/2020,1006955,ID1225,15,90.4667,125.8911,219.2,362.4178,885.3333,906.2422,72.9359,61.5438,97.718,final
11/11/2020,1006955,ID1225,15,131.1333,136.2422,314.6667,388.5422,990.9333,964.1267,96.3829,81.4636,102.7519,final
11/21/2020,1006955,ID1225,15,102.4,142.44,324,404.5733,941.3333,1019.0267,72.8432,80.5648,92.4498,final
12/1/2020,1006955,ID1225,15,89.6,111.7578,323.1333,390.44,914.4,1051.84,81.0224,83.1918,87.0564,final
12/11/2020,1006955,ID1225,15,99.3333,92.0178,291.3333,346.2156,935.1333,1052.1711,107.5404,84.593,88.9813,final
12/21/2020,1006955,ID1225,15,133.5333,116.3622,322.4667,320.1378,950.8667,1057.5822,114.1486,100.7054,90.004,final
1/1/2021,1006955,ID1225,15,76,68.2756,308.8667,276.6556,851.2,1029.5133,110.5416,111.2369,82.8465,final
1/11/2021,1006955,ID1225,15,50.1333,71.4267,259.6667,256.0644,865.6667,990.8222,72.1389,101.3539,87.4947,final
1/21/2021,1006955,ID1225,15,66.6,68.7889,192.7333,208.4911,839.2,933.2022,97.0336,92.7879,90.0337,final
2/1/2021,1006955,ID1225,15,55.2667,57.3156,172,197.5311,804,864.6267,96.7121,87.6977,93.0683,final
2/11/2021,1006955,ID1225,15,43.2667,67.5689,165.1333,193.6733,716.1333,795.9533,66.5115,85.9874,90.0962,final
2/21/2021,1006955,ID1225,15,44.7333,51.3822,143.2667,176.2667,658.4667,704.8956,88.2075,82.2835,93.5055,final
3/1/2021,1006955,ID1225,15,144.4,68.3867,232.4,187.3378,713.2667,661.5244,203.5792,122.8351,107.7052,final
3/11/2021,1006955,ID1225,15,84,77.2111,273.1333,196.98,697.9333,646.7178,108.2579,136.7926,107.7987,final
3/21/2021,1006955,ID1225,15,192.1333,93.7311,420.5333,239.3289,756.5333,624.0867,199.6669,172.6769,120.8878,final
4/1/2021,1006955,ID1225,15,118.8,86.4911,394.9333,257.4333,799.3333,642.3022,135.3137,151.4147,124.0734,final
4/11/2021,1006955,ID1225,15,68,86.2067,378.9333,266.4289,817.2,657.0822,80.038,140.6992,124.0027,final
4/21/2021,1006955,ID1225,15,142.5333,95.0578,329.3333,267.7556,893.1333,683.3511,147.4481,122.1698,130.2563,final
5/1/2021,1006955,ID1225,15,84.1333,75.2778,294.6667,256.5422,922,701.3133,111.0311,114.3033,131.0252,final
5/11/2021,1006955,ID1225,15,51.6667,67.12,278.3333,237.4556,930.4,700.8644,78.5727,116.5192,132.2896,final
5/21/2021,1006955,ID1225,15,52.1333,79.1044,187.9333,221.5022,937.8,728.5867,67.9314,85.4995,128.3262,final
6/1/2021,1006955,ID1225,15,66.8,64.16,170.6,210.3844,860.2,724.36,103.8172,81.9477,118.4977,final
6/11/2021,1006955,ID1225,15,70.3333,52.7489,189.2667,196.0133,846.5333,699.8978,130.4498,96.7251,120.6559,final
6/21/2021,1006955,ID1225,15,91.1333,64.0311,228.2667,180.94,745.5333,670.1978,139.2609,124.7861,111.0755,final
7/1/2021,1006955,ID1225,15,103.2,71.0289,264.6667,187.8089,729.9333,654.7356,142.3143,138.8546,111.3124,final
7/11/2021,1006955,ID1225,15,30.8667,63.2911,225.2,198.3511,692.8,631.82,52.5203,112.8864,109.5011,final
7/21/2021,1006955,ID1225,15,49.8667,68.8911,183.9333,203.2111,600.1333,605.6533,74.2534,90.9584,99.1034,final
8/1/2021,1006955,ID1225,15,83.0667,65.0533,163.8,197.2356,599.0667,595.4289,125.7137,83.8659,100.6009,final
8/11/2021,1006955,ID1225,15,179.2,78.3578,312.1333,212.3022,726.6,606.6667,220.9752,144.9078,119.4486,final
8/21/2021,1006955,ID1225,15,48.3333,87.54,310.6,230.9511,722.8,615.1022,57.6327,133.056,117.2288,final
9/1/2021,1006955,ID1225,15,76.6667,78.9444,304.2,244.8422,732.6667,629.8867,97.2866,123.292,116.0622,final
9/11/2021,1006955,ID1225,15,45.2,91.6867,170.2,258.1711,707.5333,668.8244,51.9203,67.1959,105.7023,final
9/21/2021,1006955,ID1225,15,170.2,110.9511,292.0667,281.5822,786.6,715.7444,151.0982,103.5957,109.7632,final
10/1/2021,1006955,ID1225,15,42.6,96.3444,258,298.9822,726,741.06,46.9685,86.7364,97.9948,final
10/11/2021,1006955,ID1225,15,61.0667,110.1178,273.8667,317.4133,756.2,787.8867,57.3905,86.6998,96.0287,final
10/21/2021,1006955,ID1225,15,128.1333,126.4089,231.8,332.8711,834.4667,845.4044,101.3123,70.5221,98.7213,final
11/1/2021,1006955,ID1225,15,191.8,125.8911,381,362.4178,943.2,906.2422,150.354,104.9896,104.0336,final
11/11/2021,1006955,ID1225,15,62.0667,136.2422,382,388.5422,826.0667,964.1267,47.4834,98.3585,85.8273,final
11/21/2021,1006955,ID1225,15,58.3333,142.44,312.2,404.5733,836.0667,1019.0267,42.9553,77.7185,82.2201,final
12/1/2021,1006955,ID1225,15,72.2,111.7578,192.6,390.44,831.6,1051.84,66.1198,50.5943,79.2586,final
12/11/2021,1006955,ID1225,15,232.7333,92.0178,363.2667,346.2156,1019.1333,1052.1711,245.041,104.7867,96.8896,final
12/21/2021,1006955,ID1225,15,98.6667,116.3622,403.6,320.1378,947.6,1057.5822,85.4192,125.281,89.698,final
1/1/2022,1006955,ID1225,15,73.4667,68.2756,404.8667,276.6556,978.4667,1029.5133,107.0844,144.7265,95.0894,final
1/11/2022,1006955,ID1225,15,56.8,71.4267,228.9333,256.0644,974.2,990.8222,80.8618,89.8028,98.3391,final
1/21/2022,1006955,ID1225,15,19,68.7889,149.2667,208.4911,865.0667,933.2022,32.5252,72.8939,92.7761,final
2/1/2022,1006955,ID1225,15,45.4667,57.3156,121.2667,197.5311,718.7333,864.6267,80.9857,63.2516,83.3194,final
2/11/2022,1006955,ID1225,15,60.8667,67.5689,125.3333,193.6733,717.5333,795.9533,90.7643,66.4463,90.2699,final
2/21/2022,1006955,ID1225,15,62.1333,51.3822,168.4667,176.2667,721.3333,704.8956,119.0683,95.8125,102.2993,final
3/1/2022,1006955,ID1225,15,120.5333,68.3867,243.5333,187.3378,769.6667,661.5244,171.0574,128.4768,116.104,final
3/11/2022,1006955,ID1225,15,99.6667,77.2111,282.3333,196.98,636.6,646.7178,127.3145,141.2375,98.4593,final
3/21/2022,1006955,ID1225,15,33.6667,93.7311,253.8667,239.3289,571.6,624.0867,39.1636,105.8308,91.7225,final
4/1/2022,1006955,ID1225,15,28.1333,86.4911,161.4667,257.4333,526.2667,642.3022,36.2148,64.1157,82.2114,final
4/11/2022,1006955,ID1225,15,80.5333,86.2067,142.3333,266.4289,550,657.0822,93.7797,55.1076,83.9477,final
4/21/2022,1006955,ID1225,15,97.4,95.0578,206.0667,267.7556,628.4,683.3511,102.3409,77.7902,92.0746,final
5/1/2022,1006955,ID1225,15,95.6667,75.2778,273.6,256.5422,678.6,701.3133,125.3979,106.3997,96.8068,final
5/11/2022,1006955,ID1225,15,39.6667,67.12,232.7333,237.4556,657.4,700.8644,61.9338,98.0917,93.8857,final
5/21/2022,1006955,ID1225,15,94,79.1044,229.3333,221.5022,689.2667,728.5867,117.7108,103.3827,94.6763,final
6/1/2022,1006955,ID1225,15,74,64.16,207.6667,210.3844,642.7333,724.36,114.2279,98.7668,88.8847,final
6/11/2022,1006955,ID1225,15,137.8667,52.7489,305.8667,196.0133,680.9333,699.8978,247.3929,153.3234,97.3286,final
6/21/2022,1006955,ID1225,15,102.6667,64.0311,314.5333,180.94,749.9333,670.1978,155.9683,169.9661,111.7224,final
7/1/2022,1006955,ID1225,15,44.8667,71.0289,285.4,187.8089,766.6667,654.7356,65.5891,149.3361,116.8384,final
7/11/2022,1006955,ID1225,15,39.8,63.2911,187.3333,198.3511,725.9333,631.82,65.6015,94.7119,114.6635,final
7/21/2022,1006955,ID1225,15,125.6667,68.8911,210.3333,203.2111,754.2,605.6533,176.8368,103.3405,124.1283,final
8/1/2022,1006955,ID1225,15,29.0667,65.0533,194.5333,197.2356,687.6,595.4289,48.6296,98.6961,115.2241,final
